WORD	SAMPA	POS	PRON_VARIANT	IS_COMPOUND	COMPOUND_ATTR	HAS_PREFIX	LANG	IS_VALIDATED	COMMENT
afkomandi	a v k_h O m a n t I	n	all	false	none	true	IS	true	""
afkomukreppu	a v k_h O m Y k_h r E h p Y	n	all	true	modifier	true	IS	true	""
afkomutölur	a v k_h O m Y t_h 9 l Y r	n	all	true	none	false	IS	true	""
afkvæmarannsókn	a v k_h v ai m a r a n s ou h k n_0	n	all	true	none	false	IS	true	""
afkvæmi	a v k_h v ai m I	n	all	false	head	true	IS	true	""
afkvæmum	a v k_h v ai m Y m	n	all	false	head	true	IS	true	""
afl	a p l_0	n	all	false	both	false	IS	true	""
afla	a p l a	n	all	false	both	false	IS	true	""
afla	a p l a	so	all	false	both	false	IS	true	""
afla	a p l a	so	all	false	none	false	IS	true	""
aflahlutdeildum	a p l a l_0 Y t ei l t Y m	n	all	true	none	false	IS	true	""
aflamarks	a p l a m a r_0 k s	n	standard_clear	true	modifier	false	IS	true	""
aflamarks	a p l a m a r_0 s	n	standard_cas	true	modifier	false	IS	true	""
aflamarksbátum	a p l a m a r_0 k s p au t Y m	n	standard_clear	true	none	false	IS	true	""
aflamarksbátum	a p l a m a r_0 k s p au t_h Y m	n	north_clear	true	none	false	IS	true	""
aflamarksbátum	a p l a m a r_0 s p au t Y m	n	standard_cas	true	none	false	IS	true	""
aflamarkskerfi	a p l a m a r_0 k s c_h E r v I	n	standard_clear	true	none	false	IS	true	""
aflamarkskerfi	a p l a m a r_0 s c E r v I	adv	standard_cas	true	none	false	IS	true	""
aflann	a p l a n	n	all	false	head	false	IS	true	""
aflaskýrslu	a p l a s c i r_0 s t l Y	n	standard_clear	true	both	false	IS	true	""
aflaskýrslu	a p l a s c i s t l Y	n	standard_cas	true	both	false	IS	true	""
aflausn	a v l 9i s t n_0	n	all	true	head	true	IS	true	""
aflað	a p l a D	lo	all	false	none	false	IS	true	""
aflað	a p l a D	so	all	false	none	false	IS	true	""
afleggjaranum	a v l E c a r a n Y m	n	all	false	none	true	IS	true	""
afleidd	a v l ei t	lo	all	false	none	true	IS	true	""
afleiða	a v l ei D a	n	all	false	none	true	IS	true	""
afleiðing	a v l ei D i N k	n	all	false	none	true	IS	true	""
afleiðinga	a v l ei D i N k a	n	all	false	none	true	IS	true	""
afleiðingar	a v l ei D i N k a r	n	all	false	head	true	IS	true	""
afleiðingin	a v l ei D i J c I n	n	all	false	head	true	IS	true	""
afleiðingum	a v l ei D i N k Y m	n	all	false	none	true	IS	true	""
afli	a p l I	n	all	false	head	false	IS	true	""
afli	a p l I	so	all	false	head	false	IS	true	""
afli	a p l I	so	all	false	none	false	IS	true	""
afloknum	a v l O h k n Y m	lo	all	false	none	true	IS	true	""
afláts	a: v l au t s	n	all	false	none	true	IS	true	""
aflétt	a v l j E h t	so	all	false	none	true	IS	true	""
aflýsa	a v l i s a	so	all	false	none	true	IS	true	""
aflýst	a v l i s t	so	all	false	none	true	IS	true	""
afmælisbarns	a v m ai l I s p a r_0 s	n	standard_clear	true	none	true	IS	true	""
afmælisbarns	a m ai l I s p a r_0 s	n	standard_cas	true	none	true	IS	true	""
afmælisdaginn	a v m ai l I s t ai j I n	n	standard_clear	true	head	true	IS	true	""
afmælisdaginn	a m ai l I s t ai j I n	n	standard_cas	true	head	true	IS	true	""
afmælisdegi	a v m ai l I s t ei j I	n	standard_clear	true	none	false	IS	true	""
afmælisdegi	a m ai l I s t ei j I	n	standard_cas	true	none	false	IS	true	""
afmælisgjöf	a v m ai l I s c 9 f	n	standard_clear	true	none	true	IS	true	""
afmælisgjöf	a m ai l I s c 9 f	n	standard_cas	true	none	true	IS	true	""
afmælissamkomu	a v m ai l I s a m k_h O m Y	n	standard_clear	true	none	true	IS	true	""
afmælissamkomu	a m ai l I s a m k_h O m Y	n	standard_cas	true	none	true	IS	true	""
afmælissönginn	a v m ai l I s 9i J c I n	n	standard_clear	true	none	false	IS	true	""
afmælissönginn	a m ai l I s 9i J c I n	n	standard_cas	true	none	false	IS	true	""
afmælissöngnum	a m ai l I s 9i n Y m	n	standard_cas	true	none	false	IS	true	""
afmælissöngnum	a v m ai l I s 9i N n Y m	n	standard_clear	true	none	false	IS	true	""
afmælisveislan	a v m ai l I s v ei s t l a n	n	standard_clear	true	head	true	IS	true	""
afmælisveislan	a m ai l I s v ei s t l a n	n	standard_cas	true	head	true	IS	true	""
afmælisveislu	a v m ai l I s v ei s t l Y	n	standard_clear	true	both	false	IS	true	""
afmælisveislu	a m ai l I s v ei s t l Y	n	standard_cas	true	both	false	IS	true	""
afmörkuð	a v m 9 r_0 k Y D	lo	all	false	none	true	IS	true	""
afmörkuð	a v m 9 r_0 k Y D	so	all	false	none	true	IS	true	""
afmörkuðu	a v m 9 r_0 k Y D Y	lo	all	false	none	true	IS	true	""
afmörkuðu	a v m 9 r_0 k Y D Y	so	all	false	none	true	IS	true	""
afneita	a v n ei t a	so	standard_clear	false	none	true	IS	true	""
afneita	a v n ei t_h a	so	north_clear	false	none	true	IS	true	""
afnot	a v n O t	n	standard_clear	false	none	true	IS	true	""
afnot	a v n O t_h	n	north_clear	false	none	true	IS	true	""
afnotarétt	a v n O t a r j E h t	n	standard_clear	true	none	true	IS	true	""
afnotarétt	a v n O t_h a r j E h t	n	north_clear	true	none	true	IS	true	""
afoxun	a: v O k s Y n	n	all	false	none	true	IS	true	""
afplánun	a v p_h l au n Y n	n	all	false	head	true	IS	true	""
afraksturinn	a v r a k s t Y r I n	n	all	false	head	true	IS	true	""
afraksturinn	a v r a k s t Y r I n	n	all	false	none	true	IS	true	""
afrifu	a v r I v Y	n	all	false	both	true	IS	true	""
afrit	a v r I t	n	standard_clear	false	head	true	IS	true	""
afrit	a v r I t_h	n	north_clear	false	head	true	IS	true	""
afritunarhnappinn	a v r I t Y n a r_0 n_0 a h p I n	n	standard_clear	true	none	true	IS	true	""
afritunarhnappinn	a v r I t_h Y n a r_0 n_0 a h p I n	n	north_clear	true	none	true	IS	true	""
afrétti	a v r j E h t I	lo	all	false	none	true	IS	true	""
afrétti	a v r j E h t I	n	all	false	head	true	IS	true	""
afrétti	a v r j E h t I	so	all	false	none	true	IS	true	""
afríku	a f r i k Y	ns	standard_clear	false	modifier	false	IS	true	""
afríku	a f r i k_h Y	ns	north_clear	false	modifier	false	IS	true	""
afríkuverkefnisins	a f r i k Y v E r_0 c E p n I s I n s	n	standard_clear	true	none	false	IS	true	""
afríkuverkefnisins	a f r i k_h Y v E r_0 c E p n I s I n s	n	north_clear	true	none	false	IS	true	""
afsaka	a f s a k a	so	standard_clear	false	none	true	IS	true	""
afsaka	a f s a k_h a	so	north_clear	false	none	true	IS	true	""
afsakanirnar	a f s a k a n I r t n a r	n	standard_clear	false	head	true	IS	true	""
afsakanirnar	a f s a k_h a n I t n a r	n	north_clear	false	head	true	IS	true	""
afskaplega	a f s k a p l E G a	ao	all	false	none	true	IS	true	""
afskekkt	a f s c E x t	lo	all	false	none	true	IS	true	""
afskekkta	a f s c E x t a	lo	all	false	head	true	IS	true	""
afskekktan	a f s c E x t a n	lo	all	false	none	true	IS	true	""
afskiptalaus	a f s c I f t a l 9i s	lo	all	true	none	true	IS	true	""
afskiptalausa	a f s c I f t a l 9i s a	lo	all	true	none	true	IS	true	""
afskiptasemi	a f s c I f t a s E m I	n	all	true	none	true	IS	true	""
afskipti	a f s c I f t I	lo	all	false	head	true	IS	true	""
afskipti	a f s c I f t I	n	all	false	head	true	IS	true	""
afskiptum	a f s c I f t Y m	lo	all	false	none	true	IS	true	""
afskiptum	a f s c I f t Y m	n	all	false	head	true	IS	true	""
afskrifa	a f s k r I v a	so	all	false	none	true	IS	true	""
afskriftareikning	a f s k r I f t a r ei h k n i N k	n	all	true	none	true	IS	true	""
afskræmt	a f s k r ai m t_h	lo	northeast_clear	false	none	true	IS	true	""
afskræmt	a f s k r ai m_0 t	lo	standard_clear	false	none	true	IS	true	""
afslappaður	a f s t l a h p a D Y r	lo	all	false	none	true	IS	true	""
afslátt	a f s t l au h t	n	all	false	head	true	IS	true	""
afsláttar	a f s t l au h t a r	n	all	false	both	true	IS	true	""
afsláttur	a f s t l au h t Y r	n	all	false	head	true	IS	true	""
afslætti	a f s t l ai h t I	n	all	false	head	true	IS	true	""
afsprengi	a f s p r ei J c I	n	all	false	head	true	IS	true	""
afstaða	a f s t a D a	n	all	false	head	true	IS	true	""
afstætt	a f s t ai h t	lo	all	false	none	true	IS	true	""
afstæður	a f s t ai D Y r	lo	all	false	none	true	IS	true	""
afstæður	a f s t ai D Y r	n	all	false	none	true	IS	true	""
afstöðu	a f s t 9 D Y	n	all	false	both	true	IS	true	""
afstöðubreytingu	a f s t 9 D Y p r ei t i N k Y	n	standard_clear	true	none	true	IS	true	""
afstöðubreytingu	a f s t 9 D Y p r ei t_h i N k Y	n	north_clear	true	none	true	IS	true	""
afstýra	a f s t i r a	so	all	false	none	true	IS	true	""
afstýrt	a f s t i r_0 t	so	all	false	none	true	IS	true	""
afsögn	a f s 9 k n_0	n	all	false	none	true	IS	true	""
afsökun	a f s 9 k Y n	n	standard_clear	false	head	true	IS	true	""
afsökun	a f s 9 k_h Y n	n	north_clear	false	none	true	IS	true	""
afsökunarbeiðni	a f s 9 k Y n a r p ei D n I	n	standard_clear	true	none	false	IS	true	""
afsökunarbeiðni	a f s 9 k_h Y n a r p ei D n I	n	north_clear	true	none	false	IS	true	""
aftansöngur	a f t a n s 9i N k Y r	n	all	true	none	false	IS	true	""
aftari	a f t a r I	lo	all	false	none	false	IS	true	""
aftarlega	a f t a r l E G a	ao	all	false	none	false	IS	true	""
aftur	a f t Y r	ao	all	false	modifier	false	IS	true	""
afturelding	a f t Y r E l t i N k	n	all	true	none	false	IS	true	""
afturelding	a f t Y r E l t i N k	ns	all	true	none	false	IS	true	""
afturenda	a f t Y r E n t a	n	all	true	both	false	IS	true	""
afturendann	a f t Y r E n t a n	n	all	true	head	false	IS	true	""
afturgluggann	a f t Y r k l Y k a n	n	all	true	none	false	IS	true	""
afturgoldið	a f t Y r k O l t I D	lo	all	true	none	false	IS	true	""
afturgöngu	a f t Y r_0 k 9i N k Y	n	all	true	none	false	IS	true	""
afturgöngur	a f t Y r k 9i N k Y r	n	all	true	head	false	IS	true	""
afturhald	a f t Y r h a l t	n	all	true	none	false	IS	true	""
afturhvarf	a f t Y r_0 k_h v a r f	n	standard_clear	true	none	false	IS	true	""
afturhvarf	a f t Y r_0 x a r f	n	south_clear	true	none	false	IS	true	""
afturkalla	a f t Y r_0 k_h a t l a	so	all	true	none	false	IS	true	""
afturkvæmt	a f t Y r_0 k_h v ai m_0 t	lo	standard_clear	true	none	false	IS	true	""
afturkvæmt	a f t Y r_0 k_h v ai m t_h	lo	northeast_clear	true	none	false	IS	true	""
afturlappirnar	a f t Y r l a h p I r t n a r	n	standard_clear	true	none	false	IS	true	""
afturstuðarann	a f t Y r_0 s t Y D a r a n	n	standard_clear	true	none	false	IS	true	""
afturstuðarann	a f t Y s t Y D a r a n	n	standard_cas	true	none	false	IS	true	""
aftursæti	a f t Y r_0 s ai t I	n	standard_clear	true	none	false	IS	true	""
aftursæti	a f t Y r_0 s ai t_h I	n	north_clear	true	none	false	IS	true	""
aftursætið	a f t Y r_0 s ai t I D	n	standard_clear	true	none	false	IS	true	""
aftursætið	a f t Y r_0 s ai t_h I D	n	north_clear	true	none	false	IS	true	""
afturábak	a f t Y r au p a k	ao	all	true	none	false	IS	true	""
afturí	a f t Y r i	ao	all	false	none	false	IS	true	""
aftöku	a f t_h 9 k Y	n	standard_clear	false	modifier	true	IS	true	""
aftöku	a f t_h 9 k_h Y	n	north_clear	false	modifier	true	IS	true	""
aftökur	a f t_h 9 k Y r	n	standard_clear	false	head	true	IS	true	""
aftökur	a f t_h 9 k_h Y r	n	north_clear	false	head	true	IS	true	""
afurðanna	a: v Y r D a n a	n	all	false	head	false	IS	true	""
afurðasamsetning	a: v Y r D a s a m s E h t n i N k	n	all	true	none	true	IS	true	""
afurðatekjum	a: v Y r D a t_h E c Y m	n	standard_clear	true	none	true	IS	true	""
afurðatekjum	a: v Y r D a t_h E c_h Y m	n	north_clear	true	none	true	IS	true	""
afviknum	a v I h k n Y m	lo	all	false	none	true	IS	true	""
afvopna	a v O h p n a	so	all	false	none	true	IS	true	""
afvopnun	a v O h p n Y n	n	all	false	none	true	IS	true	""
afþakkað	a f T a h k a D	so	all	false	none	true	IS	true	""
afþakkaði	a f T a h k a D I	so	all	false	none	true	IS	true	""
afþreying	a f T r ei j i N k	n	all	false	none	true	IS	true	""
afþreyingu	a f T r ei j i N k Y	n	all	false	head	true	IS	true	""
aga	a: G a	n	all	false	both	false	IS	true	""
aga	a: G a	so	all	false	none	false	IS	true	""
agalegt	a: G a l E x t	lo	all	false	none	false	IS	true	""
aggagagg	a k a k a k	n	all	false	none	false	IS	true	""
aggi	a c I	n	all	false	none	false	IS	true	""
aggi	a c I	ns	all	false	none	false	IS	true	""
agi	ai j I	n	all	false	head	false	IS	true	""
agi	ai j I	so	all	false	head	false	IS	true	""
aginn	ai j I n	n	all	false	head	false	IS	true	""
aginn	ai j I n	n	all	false	none	false	IS	true	""
agn	a k n_0	n	all	false	both	false	IS	true	""
agnarpunkts	a k n a r_0 p_h u n_0 t s	n	standard_clear	true	both	false	IS	true	""
agnars	a k n a r_0 s	ns	all	false	modifier	false	IS	true	""
aka	a: k a	so	standard_clear	false	head	false	IS	true	""
aka	a: k_h a	so	north_clear	false	head	false	IS	true	""
akkeri	a h c E r I	n	all	false	head	false	IS	true	""
akkilesarhæll	a h c I l E s a r_0 h ai t l_0	n	all	true	none	false	IS	true	""
akkúrat	a h k u r a t	lo	standard_clear	false	none	false	IS	true	""
aknet	a: k n E t	n	all	true	none	false	IS	true	""
akrafjall	a: k r a f j a t l_0	ns	standard_clear	true	none	false	IS	true	""
akrafjall	a: k_h r a f j a t l_0	ns	north_clear	true	none	false	IS	true	""
akrahreppi	a: k r a r_0 E h p I	ns	standard_clear	true	none	false	IS	true	""
akrahreppi	a: k_h r a r_0 E h p I	ns	north_clear	true	none	false	IS	true	""
akranes	a: k r a n E s	ns	standard_clear	true	modifier	false	IS	true	""
akranes	a: k_h r a n E s	ns	north_clear	true	modifier	false	IS	true	""
akranesi	a: k r a n E s I	ns	standard_clear	true	none	false	IS	true	""
akranesi	a: k_h r a n E s I	ns	north_clear	true	none	false	IS	true	""
akraneskirkja	a: k r a n E s c_h I r_0 c a	ns	standard_clear	true	none	false	IS	true	""
akraneskirkja	a: k_h r a n E s c_h I r_0 c a	ns	north_clear	true	none	false	IS	true	""
akraness	a: k r a n E s	ns	standard_clear	true	modifier	false	IS	true	""
akraness	a: k_h r a n E s	ns	north_clear	true	modifier	false	IS	true	""
akrar	a: k r a r	n	standard_clear	false	head	false	IS	true	""
akrar	a: k_h r a r	n	north_clear	false	head	false	IS	true	""
akrein	a: k r ei n	n	standard_clear	true	head	false	IS	true	""
akrein	a: k_h r ei n	n	north_clear	true	head	false	IS	true	""
akreina	a: k r ei n a	n	standard_clear	true	none	false	IS	true	""
akreina	a: k_h r ei n a	n	north_clear	true	none	false	IS	true	""
akreinar	a: k r ei n a r	n	standard_clear	true	head	false	IS	true	""
akreinar	a: k_h r ei n a r	n	north_clear	true	head	false	IS	true	""
akrinum	a: k r I n Y m	n	standard_clear	false	head	false	IS	true	""
akrinum	a: k_h r I n Y m	n	north_clear	false	head	false	IS	true	""
akrópólis	a: k r ou p_h ou l I s	ns	standard_clear	false	none	false	IS	true	""
akrópólis	a: k_h r ou p_h ou l I s	ns	north_clear	false	none	false	IS	true	""
aksturinn	a k s t Y r I n	n	all	false	head	false	IS	true	""
akstursklúbbi	a k s t Y r_0 s k_h l u p I	n	standard_clear	true	head	false	IS	true	""
akstursklúbbi	a k s t Y s k_h l u p I	n	standard_cas	true	head	false	IS	true	""
akstursleiðin	a k s t Y r_0 s t l ei D I n	n	all	false	none	false	IS	true	""
aktygi	a: k t_h i j I	n	standard_clear	true	none	false	IS	true	""
aktygi	a: k_h t_h i j I	n	north_clear	true	none	false	IS	true	""
aktífir	a x t i v I r	lo	all	false	none	false	IS	true	""
aktífur	a x t i v Y r	lo	all	false	none	false	IS	true	""
akurbrekku	a: k Y r p r E h k Y	ns	standard_clear	true	none	false	IS	true	""
akurbrekku	a: k_h Y r p r E h k Y	ns	north_clear	true	none	false	IS	true	""
akureyrar	a: k Y r ei r a r	n	standard_clear	true	modifier	false	IS	true	""
akureyrar	a: k_h Y r ei r a r	n	north_clear	true	modifier	false	IS	true	""
akureyrarkirkju	a: k Y r ei r a r_0 c_h I r_0 c Y	ns	standard_clear	true	none	false	IS	true	""
akureyrarkirkju	a: k_h Y r ei r a r_0 c_h I r_0 c Y	ns	north_clear	true	none	false	IS	true	""
akureyri	a: k Y r ei r I	n	standard_clear	true	none	false	IS	true	""
akureyri	a: k_h Y r ei r I	n	north_clear	true	none	false	IS	true	""
akureyringar	a: k Y r ei r i N k a r	ns	standard_clear	true	none	false	IS	true	""
akureyringar	a: k_h Y r ei r i N k a r	ns	north_clear	true	none	false	IS	true	""
akuryrkju	a: k Y r I r_0 c Y	n	standard_clear	true	modifier	false	IS	true	""
akuryrkju	a: k_h Y r I r_0 c Y	n	north_clear	true	modifier	false	IS	true	""
ala	a: l a	n	all	false	head	false	IS	true	""
ala	a: l a	n	all	false	none	false	IS	true	""
ala	a: l a	so	all	false	head	false	IS	true	""
ala	a: l a	so	all	false	none	false	IS	true	""
alaska	a: l a s k a	ns	all	false	modifier	false	IS	true	""
alaskaösp	a: l a s k a 9 s p	n	all	true	none	false	IS	true	""
alba	a l p a	n	all	false	none	false	IS	true	""
alba	a l p a	ns	all	false	none	false	IS	true	""
albert	a l p E r_0 t	ns	all	false	none	false	IS	true	""
alberts	a l p E r_0 s	ns	standard_cas	false	modifier	false	IS	true	""
alberts	a l p E r_0 t s	ns	standard_clear	false	modifier	false	IS	true	""
albertsson	a l p E r_0 s O n	ns	standard_cas	true	none	false	IS	true	""
albertsson	a l p E r_0 t s O n	ns	standard_clear	true	none	false	IS	true	""
albjart	a l p j a r_0 t	lo	all	false	none	true	IS	true	""
alda	a l t a	lo	all	false	both	false	IS	true	""
alda	a l t a	lo	all	false	none	false	IS	true	""
alda	a l t a	n	all	false	both	false	IS	true	""
alda	a l t a	so	all	false	both	false	IS	true	""
alda	a l t a	so	all	false	none	false	IS	true	""
aldar	a l t a r	n	all	false	both	false	IS	true	""
aldeilis	a l t ei l I s	adv	all	false	none	true	IS	true	""
aldeilis	a l t ei l I s	ao	all	false	none	true	IS	true	""
aldimmt	a l t I m_0 t	lo	standard_clear	false	none	true	IS	true	Vantar entry (NE)
aldin	a l t I n	lo	all	false	none	false	IS	true	""
aldin	a l t I n	n	all	false	head	false	IS	true	""
aldin	a l t I n	n	all	false	none	false	IS	true	""
aldinkjötið	a l t i n c_h 9 t I D	n	all	true	none	false	IS	true	""
aldrei	a l t r ei	adv	all	false	none	false	IS	true	""
aldrei	a l t r ei	ao	all	false	none	false	IS	true	""
aldri	a l t r I	n	all	false	head	false	IS	true	""
aldur	a l t Y r	n	all	false	both	false	IS	true	""
aldurinn	a l t Y r I n	n	all	false	head	false	IS	true	""
aldursflokkum	a l t Y r_0 s f l O h k Y m	n	all	true	none	false	IS	true	Vantar entry (cas, sleppa r_0?)
aldurstakmarkið	a l t Y r_0 s t_h a k m a r_0 c I D	n	standard_clear	true	none	false	IS	true	""
aldurstakmarkið	a l t Y s t_h a k m a r_0 c I D	n	standard_cas	true	none	false	IS	true	""
aldurstengds	a l t Y r_0 s t_h ei N t s	lo	standard_clear	true	none	false	IS	true	""
aldurstengds	a l t Y s t_h ei N s	lo	standard_cas	true	none	false	IS	true	""
aldurtila	a l t Y r t_h I l a	n	all	true	none	false	IS	true	""
aldís	a l t i s	ns	all	false	none	true	IS	true	""
alefli	a: l E p l I	n	all	false	none	true	IS	true	""
alexander	a: l E k s a n t E r	ns	all	false	none	false	IS	true	""
alexandersson	a: l E k s a n t E r_0 s O n	ns	all	true	none	false	IS	true	""
alexandra	a: l E k s a n t r a	ns	all	false	none	false	IS	true	""
alfarið	a l f a r I D	lo	all	false	none	true	IS	true	""
alfreðs	a l f r E D s	ns	standard_clear	false	none	false	IS	true	""
alfreðs	a l f r E s	ns	standard_cas	false	none	false	IS	true	Ekki 100% viss
alfreðsdóttir	a l f r E D s t ou h t I r	ns	standard_clear	true	none	false	IS	true	""
alfreðsdóttir	a l v r E s t ou h t I r	ns	standard_cas	true	none	false	IS	true	Óviss
alfreðsson	a l f r E D s O n	ns	all	true	none	false	IS	true	""
alfreðssonar	a l f r E D s O n a r	ns	all	true	none	false	IS	true	""
alfræðiorðabókin	a l f r ai D I O r D a p ou c I n	n	standard_clear	true	none	true	IS	true	""
alfræðiorðabókin	a l f r ai D I O r D a p ou c_h I n	n	north_clear	true	none	true	IS	true	""
alfræðiriti	a l f r ai D I r I t I	n	standard_clear	true	none	true	IS	true	""
alfræðiriti	a l f r ai D I r I t_h I	n	north_clear	true	none	true	IS	true	""
algeng	a l c ei N k	lo	all	false	none	true	IS	true	""
algengan	a l c ei N k a n	lo	all	false	none	true	IS	true	""
algengara	a l c ei N k a r a	lo	all	false	none	true	IS	true	""
algengari	a l c ei N k a r I	lo	all	false	none	true	IS	true	g2p
algengast	a l c ei N k a s t	lo	all	false	head	true	IS	true	""
algengasta	a l c ei N k a s t a	lo	all	false	head	true	IS	true	""
algengi	a l c ei J c I	lo	all	false	none	true	IS	true	""
algengi	a l c ei J c I	n	all	false	none	true	IS	true	""
algengra	a l c ei N k r a	lo	all	false	none	true	IS	true	""
algengt	a l c ei N_0 t	lo	standard_clear	true	none	true	IS	true	Vantar entry (NE)
algengum	a l c ei N k Y m	lo	all	false	head	true	IS	true	""
algengust	a l c ei N k Y s t	lo	all	false	head	true	IS	true	""
algerlega	a l c E r l E G a	ao	all	false	none	true	IS	true	""
algerlega	a l c E r l E G a	lo	all	false	none	true	IS	true	""
algerlega	a l c E r l E G a	lo	all	false	none	true	IS	true	regla -lg
algerrar	a l c E r a r	lo	all	false	none	true	IS	true	""
algert	a l c E r_0 t	lo	all	false	none	true	IS	true	""
algjör	a l c 9 r	lo	all	false	none	true	IS	true	""
algjöran	a l c 9 r a n	lo	all	false	none	true	IS	true	""
algjörlega	a l c 9 r l E G a	ao	all	false	none	true	IS	true	""
algjörlega	a l c 9 r l E G a	lo	all	false	none	true	IS	true	""
algjörri	a l c 9 r I	lo	all	false	none	true	IS	true	""
alheimur	a l h ei m Y r	n	all	false	none	true	IS	true	""
alin	a: l I n	lo	all	false	none	false	IS	true	""
alin	a: l I n	n	all	false	none	false	IS	true	""
alin	a: l I n	so	all	false	none	false	IS	true	""
alkalírafhlöður	a l k_h a l i r a f l_0 9 D Y r	n	northeast_clear	true	none	false	IS	true	""
alkalírafhlöður	a l_0 k a l i r a f l_0 9 D Y r	n	standard_clear	true	none	false	IS	true	""
alkominn	a l k_h O m I n	lo	all	false	none	true	IS	true	""
alkunna	a l k_h Y n a	lo	all	false	none	true	IS	true	""
alkunna	a l k_h Y n a	n	all	false	none	true	IS	true	""
alkunnu	a l k_h Y n Y	lo	all	false	none	true	IS	true	""
